reviews,sentiment,product_category
"These are TERRIBLE.They are individually wrapped in aluminum wrapping. The “pods” are a chalky, dusty, easily shatter material.. AND if they DO break.. which they will.. everytime.. they leave white spots over all of your dishes so they end up being more dirty than they were before.I hate these. Not worth it.",negative,dishwashing tablet
"Each pod has to be unwrapped prior to use and, it requires scissors. After that, it does not perform as well as Cascade or a store brand.",negative,dishwashing tablet
"We moved into our first place with a dishwasher two years ago and I started using these. For TWO YEARS I have thought our dishwasher was terrible. It's an older model and no matter how often I clean the filter out dishes never looked good. Grit and white film is left all over my glass and plates with these. I was at the point that I wanted to replace the dishwasher and we were running out of detergent. This brand was sold out, and another name brand was all that was available so I bought that.Oh wow. The name brand, starts with a C, cleaned our dishes perfectly! After two loads of the other detergent, all the white film is gone and our dishes are shiny and clean.Will NOT recommend Finish brand detergent to anyone. So glad I tried another brand, saved me the money and hassle of getting a new dishwasher.",negative,dishwashing tablet
Each pod is individually wrapped in plastic/foil that will pollute the Earth forever. Do not buy this product!,negative,dishwashing tablet
I have always used Casade. I bought Finish because it was cheaper. I have to rinse everything off as if I should just wash my dishes for Finish to get my dishes clean in the dishwasher. This is not gel so I do not know if that is the problem. Going back to Casade.,negative,dishwashing tablet
"I've purchased these tablets on three occasions since 2019.  Each time I looked for the least expensive per tablet cost under the belief that soap is soap and all the products are just marketing.  I've found that Cascade liquid washes better and is more cost effective.  Finish tablets, as documented in other comments, have come broken, powdered and aged and discolored.  The foil wrapper does not separate easily.  I prefer the tablets that come in soluble wrappers so you needn't open the packet at all.  Finish in my experience does not get pots clean even after a three hour cycle and does not get glass clean and streakless consistently.",negative,dishwashing tablet
"Ordered by mistake, individual wrapped is plastic pain to open and use",negative,dishwashing tablet
"it’s dry , doesn’t dissolve, the cycle ends and there is still soap all over , don’t waist your money on this like I did .",negative,dishwashing tablet
We have to run the dishwasher a second time to get the residue off the dishes.,negative,dishwashing tablet
"I usually use Cascade. I ran across these Finish Dishwasher Pods and have never had a problem with white filmy stuff on my silverware until I started using this!! I’ve had to hand wash several pieces after “washing” in the dishwasher!! I still have a lot left in the box and can’t imagine using them when they don’t clean my dishes! (The photos shown are AFTER the dishwasher has been run!!) I am so mad! I don’t know how there are so many good reviews on here. Mine’s going in the garbage and will NEVER buy it again!! No, I can NOT recommend this product to anyone!",negative,dishwashing tablet
"COVID-19 has me trying different brands of common household products as my preferred versions are sometimes not available. I recently ordered Finish dishwasher tablets with the powerball and I have to say it's one of the worst products I've ever purchased. I've used Cascade and store brands in the past, and never really noticed a difference in quality. Finish is totally unable to remove the stains those products had zero trouble with. I'm a boring cook and usually prepare similar meals, so to remove my dishes and see leftover residue has been a shock.Buyer beware: Finish dishwasher tablets are not worth your money.",negative,dishwashing tablet
"I love finish, the pods and the job they do but this batch of 94 tabs came individually wrapped, which is a bother, and despite that they are broken and many at least half powdered.  It's not worth it to return them, but when I read the review saying the company had never heard of that, I had to join in.Better to get the hard plastic container which protects them from bashing and is more convenient for grabbing one for use.  I suspect these boxes of 94 are old.  They're not the same configuration inside the wrapper either - the red ""ball"" is flat, not round.",negative,dishwashing tablet
Product might have been very old or stored in an environment not conducive to product. Every single one would crumble into multiple pieces when taken out of packaging. Do not buy this product.,negative,dishwashing tablet
"I've used other Finish products before with no problems, but this product clogged my new dishwasher. I noticed blue gunk on one of my plates, so I pulled out the filters and checked the drain. I spent the rest of my day trying to get a thick, blue, waxy substance out of my dishwasher. I tried repeated rounds of scrubbing with a toothbrush and hot soapy water -- with limited success. I ran the empty dishwasher with hot water and white vinegar in a cup on the top rack. Then, I ran it again with baking soda. It was better, but not free of blue gunk. I went to the store and bought Cascade. After 3 loads, I no longer see any blue residue. I Googled this issue and found lots of similar posts!",negative,dishwashing tablet
Despite being the top-rated dish washer pod. They leave a white film/residue on our dishes. I used jet dry & other dishwasher cleaners for several cycles and then used a different pod- no film. Used a Finish pod- film. Theyre just not for us,negative,dishwashing tablet
"Unless you have spent the last few decades imprisoned in the Château d'If, you will think this product is a popular candy bar because its shiny silver wrapper makes it look just like one, right down to the serrated edges. Inside, a child will think they've found a blue and white sugary sweet with a bright red cherry-flavored drop in the center.These used to be in a clear, dissolving wrapper with no easy way to tear it open. Those worked fine and I don't see how this is any improvement. (For the consumer, it means you have something else to throw away.) Not only does the new wrapper make it look like candy, the pod itself tends to fall apart when unwrapped. The red bit doesn't necessarily stay attached to the rest of it once unwrapped.Bad move, Finish.",negative,dishwashing tablet
"Wrapped pods are a hassle to unwrap.  Some pods are broken into pieces.  It leaves a whitish film on everything.  Have to hand wish the ""dirty"" dishes again.",negative,dishwashing tablet
"In the panic to restock during the pandemic, I purchased what I thought was the Finish Max in 1. To be honest, I thought there was one Finish Tab product, other than the Quantum option. Unbeknownst to me, these dishwasher tabs are WRAPPED IN FOIL, that must be thrown into the trash and are not recyclable. Really?? In today's climate with landfills over capacity, should it not be good business practice to reduce waste, especially for a cleaning product, AND especially, that they already manufacturer a NON wrapped, completely dissolvable cleaning tab? I have written the company, but if you have any feelings about reducing waste, make sure you know what you are buying. If we were not in a pandemic, I would have returned the item (I bought one for my daughter as well), but again, will be much more aware going forward.",negative,dishwashing tablet
These were the cheapest route for the quantity so I went for it. I really regret it. I started to notice a film on the nipples of my son’s bottles. I tried it a few times and added more Jet dry but the film stayed. I always had to wash the bottles again after. I ended up trying Cascade platinum and now the nipples look like the ones in the right in the picture. Don’t buy these! Waste of money.,negative,dishwashing tablet
"I was attracted to these because I’ve heard this was a good brand, and it was a cheap deal for a lot of pods. Now I’ve been using them for a few weeks, I am absolutely irritated at the waste of money these were. I even took one to my neighbors just to see if it was my new dishwasher that did t like them, and had the same results. The dishes do not get clean at all.  I don’t know if the red ball is supposed to disolve but it may as well be made of plastic Because it remains completely intact. All my silverware look like they have a rust-like film on them. All other dishes have a powdery residue all over them. I think this is the last time I buy anything of this brand.",negative,dishwashing tablet
I've used this product for years and have always been happy with the results. This last box though... I ended up having to handwash the dishes on the bottom rack. It's not the machine which is less than a year old. I cleaned the filters and such to make sure there wasn't an issue. Tried two more half full loads of dishes neither of which came out clean.I don't know if this is a counterfeit version of the product or if the formula has changed but I'm pitching this box and trying another brand which will be purchased at a local store.*Update*  - I ran a load of dishes using a different brand which was purchased locally and the dishes came out sparkling clean. Conclusion: The problem was the Finish tabs.,negative,dishwashing tablet
"Won't buy again.  It coats everything in a thick white film,  so I need to wash my dishes by hand after running them through the dishwasher.",negative,dishwashing tablet
"No wonder they individually wrap these, they crumble to dust and have to pour it into the door well.",negative,dishwashing tablet
This does not clean my dishes. It just leaves residue on the dishes.,negative,dishwashing tablet
Does not work well with my Samsung dishwasher. Leaves a terrible residue on plastic or rubber surfaces like lids and cooking utensils. Have to rerinse. Does not dry well. Also individual wrapping is wasteful and adds an unnecessary step.,negative,dishwashing tablet
Really a bummer. It doesn’t work good. My dishwasher even says it formulated for finish- but the results are terrible. Dishes filthy after a wash that usually come out so clean w other brands.,negative,dishwashing tablet
The pods are individually wrapped. Not as convenient and easy as other brand pods. This should be noted in the product name,negative,dishwashing tablet
They leave a powder residue on the dishes and the dishwasher. wish i had not bought such a big box.,negative,dishwashing tablet
"Leaves a gritty, filmy mess on the dishes. I use rinsing agent and make sure the water is running hot before I start the dishwasher. Each tablet is individually wrapped in foil like a candy. What a waste.  That's what I get for trying to save a few dollars. So disgusted with these. Why are they even on the market?",negative,dishwashing tablet
"First, each tablet must be unwrapped before putting in the dishwasher when loading. Second, 80% of the tablets are broken into multiple pieces. So, I have been unwrapping the small blocks of detergent only to have them fall apart onto the open door of the dishwasher and then gather them up to put them into the detergent dispenser. I will NEVER buy this product or recommend it. I only wish that it wasn’t too late for a refund. I never thought that the quality issues would be throughout the entire container.",negative,dishwashing tablet
"Even if food is wet the dishes may come out dirty and I have a 1 year old machine.  Definitely wouldn't buy this type again.  Unfortunately it's 5 days past my return date so I'm stuck prewashing before putting ""clean"" dishes in the machine to hopefully come out better than I put them in",negative,dishwashing tablet
"This is by far the worst Dishwasher Pods i have ever used, and i am shocked by these positive reviews.Before this one i used the quantum version, and those were great. Only one or two times did i find stuck on food on my bowls throughout an entire bag(about 3 months)I have been using this for just over a month, and i find food on my dishes about wash. ITs awful. This simply doesn't get baked on foods off, doesn't make glasses sparkle, and the pods are also very prone to break, about half of the ones i opened were already broken into dust.Also being individually wrapped in foul is such a waste.Hate this product.",negative,dishwashing tablet
"Completely disgusting, we always wash and scrub our dishes before we put in the dishwasher and normally use a gel soap, took a chance because they were out of cascade and bought this, when getting my silverware out, felt like pieces of rice stuck, we do not eat rice or pasta, come to find out the soup was still in Clots at the bottom of our dishwasher, like powdered DisgustingNESS, gross I did not recommend",negative,dishwashing tablet
I would haVe liked to keep the box it came in to store the tablets but that is not possible since the box was destroyed in the rain all night on my stoop.,negative,dishwashing tablet
Brand new dishwasher so no fault there. But these are awful! They leave a white powder on everything! I tried to return and it’s not allowed. Never again will I buy!,negative,dishwashing tablet
"Each one is wrapped individually, is a hassle",negative,dishwashing tablet
"I tried these to save a few bucks on dishwasher detergent, but they just don't clean at all! Dishes have to be run through three or four times and they're still dirty with dried-on gunk and spots leftover afterwards. Terrible product! Also, I opened one of the packages and there were spiders inside, but I'm sure that happens to a lot of pods. Going back to my previous standard dishwasher pod, even if it's a few bucks more expensive.",negative,dishwashing tablet
"Waste of money. We always use the Finish orange dishwasher pods, but ordered this because those were out of stock. We ended up throwing this away because of a white residue left on all of our dishes.",negative,dishwashing tablet
"I had bought these for the last 5 years, and the quality has gone downhill. Once, I got a box of tablets loose in the box with no foil wrap.First, the foil packets are difficult to open, two, many times the tablets are broken or ground to a powder.Now, the tablets do not dissolve completely in the soap cup, leaving about 20% behind. Switched to Cascade and my dishes are cleaner and no residue.",negative,dishwashing tablet
"I have used Cascade pods for years.  I recently ran out so I thought I would try Finish.  They are terrible.  My dishes do not come out as clean as they did when I used Cascade.  They do not remove coffee or lipstick stains from mugs.  Silverware, plates, and bowls often have food stuck to them.  I will not buy this product again and will spend the few extra dollars for Cascade.  In the long term, Finish costs more money as I need to re-wash several items.",negative,dishwashing tablet
I wish this specified that it was all INDIVIDUALLY silver wrapped. I woulda liked a specification letting me know that. I wouldn’t had bought it if I knew,negative,dishwashing tablet
We used these tablets for years and liked them but after purchasing this box a chalky resideue was left on your dishes and glasses.  That is unacceptable so we have now changed to another brand with better success.  Not sure what happened but these are no longer worth buying.  I do not recommend.,negative,dishwashing tablet
"At first, I used as directed, one pod per load. Dishes were not clean, as in gobs of food stuck, bad smells and white residue. So I doubled the dose, I now use 2 pods per load. (have to cram it in) Dishes are now clean, but it means 1/2 as many loads for the $. Also, I guess it was buried in the information somewhere,  but I was surprised by the tinfoil individual wrapping. I'm just to the very thin plastic packaging that dissolves in the wash. More waste for our planet. I would probably not purchase again.",negative,dishwashing tablet
Doesn’t clean your dishes save your money don’t buy from Amazon,negative,dishwashing tablet
"Been using this product for years, had a subscription to never run out.  This last box has been a bust.  The tabs don't dissolve and the dishes aren't getting cleaned.  Checked over my dishwasher and everything looked fine.  Tried tabs from a different brand and everything dissolved and dishes were clean.Don't know if I received a ""counterfeit"" version or just a really old, bad batch.",negative,dishwashing tablet
The $2 I tried to save by buying Finish is costing me major coins!!! I rewash dishes multiple times with two pods for each cycle and it doesn’t work. I hate hate hate this product and I am so angry. Dishes are always dirty unless you wash the dishes first . Smh,negative,dishwashing tablet
At least 1/2 of the pods crumbled apart and / or each pods wrapper broke leaving the entire package to be nothing more then a ginormous powdery poof mess due to not being packaged properly for delivery.  The smell was horrible and then took some time to get off of my hands after first sorting through which one's were broken (to throw out) vs keeping the one's that were still good.  Awful!  The product when undamaged works great in the dishwasher as I've used them before and the cost was similar to that of going to the store which is currently out of stock.,negative,dishwashing tablet
"Product works fine, but why is there a wrapper on every pod? Extra waste! I won't buy again.",negative,dishwashing tablet
I'm not sure these are not counterfeit. They don't dissolve in my dishwasher and this is the same brand I've been using for years that I buy from Walmart.,negative,dishwashing tablet
"I have used Finish before and I don’t really like having to remove it from the little foil packet but I have done it. This time in my box of 96 packets, I have yet to find an unbroken tablet that is easy to handle and use. I don’t know how or where the breakage happened, but I guess I will pay a bit mow and buy Cascades that don’t need unwrapping and are not messy.",negative,dishwashing tablet
half of the tablets smashed; very poor drying and really poor quality product.,negative,dishwashing tablet
No good old hard to open the rapper dose not want to come off. Once an  While I will get a easy one. I pre open them and put them in a sealed container. I have a 1100 hundred dollar dishwasher BOSH DISH CLEAN BUT SMELLS I AM SINGLE AND I STILL RUN IT FOUR TIMES A WEEK THANK YOU 😎,negative,dishwashing tablet
"The pods are wrapped individually, huge waste of plastic",negative,dishwashing tablet
DO NOT BUY Over 34 tab's were broken. They don't come with an outer plastic wrapping. And come in a box. Sent through the mail in a soft plastic bag. I will not be buying again. Left sooo many spots on my dishes. Cascade was a lot better with the spots. I bought these for the spots. I thought I had a lot of spots when I was using Cascade but I was really wrong. I bought these because It said on the package will eliminate spots. Please don't waste your money time and definitely your frustration. I'm going to ask for a refund.,negative,dishwashing tablet
"I wish there was a ""zero stars"" setting. I thought my dishwasher was breaking down. There was a terrible, chalky residue and dusty particles of food on dishes and flatware. And inside the dishwasher after each load it looked terrible. I had to rewash at least 1/3 dishes every time. I descaled my washer, called a repairperson who cleaned the dishwasher thoroughly and said that no parts needed replacement. It just didn't occur to me that the tabs were the culprit. I missed the return window because I took all the alternate routes. I switched tabs and it was like a new dishwasher. Some of my dishes were actually ruined by this product and we almost bought a new dishwasher.",negative,dishwashing tablet
This might be the worst quality dishwasher detergent I’ve ever used. The dishes come out spotty and wish detergent stuck on them. Worst purchase ever!,negative,dishwashing tablet
"I’ve been using this product for years and it has always been good for my sterling silver dinnerware. I recently bought a new box, and suddenly they leave a cloudy tarnish on my silver. At least half the tablets in the box are broken. I’ve even found an empty packet and a sealed packet with half a tablet.I think they changed the product and it is no longer worth the money. I will be trying a new brand.",negative,dishwashing tablet
"Lots of problems with this product. At first, it seemed to work ok, but over time, my dishes developed a white powdery film that could not be removed. My dishwashed constantly clogged up & would not drain out the water in the bottom. My silverware collected brown sticky goo that was not rust as it could be scraped off. Two of my neighbors report the same problems with it.After running several alternating cycles of ammonia & then CLR mineral remover through my dishwasher (only one chemical at a time!), it is finally back to working correctly now. I will only use liquid detergent going forward.",negative,dishwashing tablet
"I use these all the time, got a huge box of it and no tablets are desolving. They will not return or exchange item",negative,dishwashing tablet
Dishes aren't clean. I've tried everything to make this work. It never cleans my lip balm off the rim of the glasses. I spaced them far apart to be sure and it still left lip balm on the glass. I put the dishwasher on twice and still was not sparkling clean. I thought this would be better than cascade but I guess it is only good for the rinse and not cleaning. I bought this because cascade was out and this was a waste of money. I bought cascade again and my dishes are clean now. Smh.,negative,dishwashing tablet
"I usually buy Cascade pods and i tried these on a whim and i can immediately tell the difference. They leave white residue, especially on my pots and pans. They are all individually wrapped which adds one more unnecessary step, (and waste) compared to the gel meltable cascade pods. Another time i opened the dishwasher and found that the pod got stuck in the dishwasher door enclosure and was partially used, the rest of the suds were stuck on the door. Very disappointed in these.",negative,dishwashing tablet
This product works terribly. Buy different pods.,negative,dishwashing tablet
"When I opened the shipping box there was some powder in the bottom. No biggie, I thought. Then I opened the box of tabs and they're all crushed I side their individual wrappers. Normally I would feel guilty about the extra packaging waste of them being individually wrapped but in this case its helpful because I can open the wrapper and pour it into the detergent cup in my dishwasher. They seem to work ok, its really frustrating how much of a mess they make though! After this box is finished, I'm going to go back to buying pods at my local grocery store.",negative,dishwashing tablet
"We ordered this product because the price was good and the product is name brand. This order was terrible however. The tabs had obvious water damage and they barely cleaned the dishes. Also, our dishwasher developed a terrible smell during the time we were using these tablets. Now that we've switched to a different type, the dishes are cleaner and the washer no longer smells. Spend a bit more for a better product.",negative,dishwashing tablet
"Three out of four of the dishwashing pods were either broken or crushed inside their foil wrappers.  This appears to be ""seconds"" or over runs in the manufacturing process.  Obviously there was poor quality control when this package was being assembled.  The price was great but the quality and ease of use is not.",negative,dishwashing tablet
It doesn't clean the dishes they smell awful like rotten eggs I had to hand wash I'm asking Amszon for a refund,negative,dishwashing tablet
"Almost every pack I've opened the tablets were broken and/or crushed. I tried using them anyway, but all of my dishes came out with a white, powdery residue all over them. I also don't like how they are individually wrapped. When I'm loading the dishwasher, I rinse first so my hands are wet. It makes it hard to open them with wet hands. Very unhappy with this purchase. Will not buy them again.",negative,dishwashing tablet
The product leaves a powder film on dishes and all over the dishwasher. Won’t buy this product again.,negative,dishwashing tablet
"This is the worse dishwasher pod ever. I didnt think you could screw something up so bad. I will go back to the gel ones. Every single pack opened the pod is crushed into tiny pieces, its horrible. These appear to have been sitting on a shelf for years. I have never had a tablet dishwasher pod be in pieces like this. Going back to cascade. Will not purchase again. So disappointed :(",negative,dishwashing tablet
"Worst product that I ever had the misfortune to purchase!!! Left soapy film on dishes, tried to wash it off, that did not work so I had to hand wash all the dishes again! Like an idiot it tried the product 2 more times with the same result. Kind of makes having a dishwasher useless! I threw the product away and bought Cascade, problem solved!  I feel that Finish owes me about $15.00 for buying their miserable product. Apparently, no quality control at Reckitt Benckiser LLC. They ought to be ashamed!",negative,dishwashing tablet
most often some is left behind pick other brand,negative,dishwashing tablet
"I don't understand how this product got any good reviews.  It leaves a powdery scum, particularly on plastic ,  which is near impossible to scrub off.",negative,dishwashing tablet
Why?  Extra time to open and extra waste for every load of dishes.,negative,dishwashing tablet
"If I could give these ZERO stars I would. They do not work at all. My dishes come out with water stains, food stains, strange white coatings. Sometimes these pods don't even fully break down and you have a weird mooshy pile in the hatch. I have to run my dishwasher multiple times just for them to work. Absolute waste of money.",negative,dishwashing tablet
I’d you’re looking for things fast dissolving…this isn’t it.,negative,dishwashing tablet
"Terrible product. None of the dishes are getting cleaned even after putting 2 in the dishwasher. I don't know if we received old product. Some of the time, I can see tab in the dishwasher not getting dissolved. Never buying finish products ever again.",negative,dishwashing tablet
"Used about half of the box and now finding packages with no tabs inside or with only part of a tab or no power wash ball. Packages are sealed, just nothing inside. This will be the last time I buy Finish premium brand. I wonder how many more I will find empty packages as I go through the rest",negative,dishwashing tablet
I ordered thinking it will work but fee times get inside not deluded the solution to do the job finally we putting in the trash and ordered  Cascade,negative,dishwashing tablet
Powder spilling all over because wrapper of tabs was broken,negative,dishwashing tablet
"I was using dishwasher detergent packets from Grove prior to purchasing this product and thought I would try this out as it was a good price on Amazon. This is literally THE WORST dishwasher detergent I have ever used! I would be better off not using anything than using these Finish brand tabs. It leaves a nasty, grimy film on all of my dishes and I’ve had to rewash every glass and dish a second time after running through the dishwasher with these tabs. I am going back to using Grove generic brand dishwasher packets.",negative,dishwashing tablet
"1.Box arrived crushed2. Handful of tabs crushed due to the damage.3. I thought the red ball STAYS IN THE TAB! A handful of them came off!4. I would say half of the tabs literally crumble when you open them5. They ""clean"" but a few dishes, they had residue.6. BUY ANOTHER AND GENERIC BRAND!",negative,dishwashing tablet
"These are a fine deal, but each use being individually wrapped is annoying.  Too many options out there to buy these again",negative,dishwashing tablet
"I don’t like these! They make doing the dishes cumbersome. I don’t like that, unlike pods, these are individually wrapped. And when opened the soap block is usually crumbled in pieces making it difficult to place into the little soap compartment on the dishwasher door. I didn’t notice any better cleaning results over the pods I usually buy. I won’t buy these again.",negative,dishwashing tablet
"Sadly, these tabs didn't work out and we put off the return until we went way beyond the return window. So, better try these ASAP and see if they work for you. They were crumbly and/or left a white powdery residue all over our dishes.",negative,dishwashing tablet
"I don't know why but this product does not fully dissolve in my dishwasher (Kitchenaid, $$$). It leaves white sludge in the bottom filters and the dishwasher doesn't drain. I've had to run a gallon of vinegar through the system, and it's still not clean.Very disappointed.",negative,dishwashing tablet
"We have been using these same dishwasher tabs (storebought) for over a year and never had a problem. Since we ordered them online we have had to run our dishwasher twice or rewash many of our dishes. Often, the tab is released into the washer but never disintegrates with the hot water and large clumps of it are left on the floor of then dishwasher and our dishes are all covered with grains of undissolved tabs. I’m not sure if they are old or a bad batch, but we can’t even use the remainder of this order. I plan to contact the seller and will update with their response.",negative,dishwashing tablet
"These were old, wrapped in foil. Once you get them unwrapped, the red power ball isn't attached and many of the tablets were broken or disintegrated.",negative,dishwashing tablet
I needed to add jet-dry to the dishwasher to stop films from forming. the other pods out there dont require the jet-dry.,negative,dishwashing tablet
Doesn't clean my dishes. I end up having to handwash my dishes because it doesn't clean them. The dishes that don't end up with food still stuck to them after I run it are covered in white residue. I switched to a different brand and have no issues.,negative,dishwashing tablet
"These pods work well and clean my dishes for the lowest price, however, after running a few wash cycles with this brand, I noticed that my throat was always dry and sore. They must contain an ingredient that can irritate your airways and if you are around the kitchen, the fumes created during the heat-drying process can make your nose and throat feel sore for a while. Ventilating the area seems to solve the problem but I'm definitely changing to a brand with safer ingredients.",negative,dishwashing tablet
"Like other reviews have said, maybe bad batches lately? Because I am also left with a residue on all my dishes when I’ve used these. Used another brand and my dishes looked great. Wouldn’t recommend.",negative,dishwashing tablet
Dislike Opening up a foil packets that individual pieces are put in,negative,dishwashing tablet
"This product leaves a white residue all over plastic and glass dishes.  It really is terrible.  I have used other detergent, and have had success, so it is not the fault of the dishwasher.However, now that I have opened the box and used ~3 of the individually-wrapped packets, I can't return the box.  Now I am stuck with 90 absolutely useless dishwasher detergent packets that have the ability to make clean dishes dirty.  Please do yourself a favor and refrain from buying these detergent pods.",negative,dishwashing tablet
This is how I have received the product.More than 15% of the tablets are damaged.The product box has been violated and then missealed with duke tapeI cannot return them since I am abroad and it would be more expensive to return them ... than what they cost.I feel cheated.,negative,dishwashing tablet
"Like others have stated, the product purchased here was largely broken up and left a white chalky film all over my dishes so that they had to be rewashed by hand. I think I got a bad or possibly even counterfeit batch because I have used this product for years without any problems. In fact, I bought a bag from the grocery store to replace the ones from this purchase and they worked just fine.",negative,dishwashing tablet
"Before we tried these, we were using the Cascade pods and we might have one item every week or two that had to go back through because there was still food on it. With these tablets, we have 1 or 2 items per load that has to go back through. They just don't clean as well as the Cascade.",negative,dishwashing tablet
My dishes were very cloudy so I tried adding more Rinse agent to see if that was the problem and no store dirty and cloudy so I switched back to Cascade and everything’s fine again very clean very bright,negative,dishwashing tablet
"We typically use Finish products with no issue, but these pods are pretty disappointing. Basically every other item taken out of the dishwasher is covered in spots and speckles of residue. This is not an instance of overloading the machine or anything either. Even tried a longer wash cycle to see if it made any difference—it didn’t. It was tough to photograph but you can see the spotted surface on the glass i pulled from the dishwasher. Bummed we are stuck with an entire box of these :/",negative,dishwashing tablet
"I’ve used Finish many times in the past and had no issues. Thought adding it to subscribe and save would be a good thing. Sadly, at least three quarters of the packets I’ve used are either in pieces or crushed. I’m taking it off auto delivery and will buy it at the grocery store, never had this issue then.",negative,dishwashing tablet
"I ordered this box---love the product but hate how they all got crushed!EVERY SINGLE POD, when opened, is in crumbles.  I take that back.  Out of 80 that I have opened probably 5 were as they should have been!AWFUL!  Love the product but hate how it was handled.",negative,dishwashing tablet
"IComplete waste of money. My dishes looked dirty every time. How is this detergent? As soon as I bought my regular Cascade, the dishes sparkle again.",negative,dishwashing tablet
"Tried this to save money over Finish Quantum gel packs in our Bosch. With Quantum, you just brush off the big bits and the detergent does the rest  But with Powerball, we soon found ourselves forced to scrub flatware. Also, we needed a rinse-aid to get rid of spots from our alkaline water supply.I'm going back to Quantum.",negative,dishwashing tablet
They do not do a great job of cleaning my dishes. They are also difficult to open in the packaging since they are individually wrapped.,negative,dishwashing tablet
"They clean the dishes fine, but 96 tabs individually wrapped is really a terrible way to sell this product. So much plastic!",negative,dishwashing tablet
"I mean, they still clean the dishes. But these hard tablets need to be in a big plastic container. In a box, they get beat to hell and turn to dust. Quite annoying, sometimes I open up a packet and the red dot is the only thing in one piece.",negative,dishwashing tablet
Horrible,negative,dishwashing tablet
"I was excited to purchase these as I have used other Finish products in the past, but I was very disappointed in the overall performance.  Much of the pod would not dissolve and it would cake onto the sides of plates and other dishes. It also left water marks on all of our glasses, so we had to return the product and get a refund.  I would not recommend this item. Great seller though, as the refund was in my account 24 hours after the item was shipped back.",negative,dishwashing tablet
My dishes come out of the dishwasher as if I never ran it! Food stains still there and the powder sticks to the dishes also so they are actually dirtier after I wash them with Finish! I normally use a cheap Target liquid and it does a much better job then expensive Finish! Sorry I bought such a big box! Throwing out the other 89 pieces.,negative,dishwashing tablet
Finish works great but when this MegaPack arrived it had been rewrapped and the box was damaged. We needed to use the contents and all I can say is that virtually every tab has been broken in pieces and sometimes crushed to powder. Avoid this seller!!,negative,dishwashing tablet
"I thought these would easy (you just pop them in your dishwasher) and they are definitely affordable, HOWEVER, these left a nasty, powdery, soapy film on all of our dishes that does NOT COME OFF, even after re-washing by hand with regular dish soap. (I even tried buying a rinsing agent to see if that would help.) Our dishes looked dirtier after being washed than before they were washed, and I would 100% recommend to just put your money towards a more high-quality dishwashing soap.",negative,dishwashing tablet
"Horrible.never again will i buy these bricks.tiny residue left on almost every dish on top rack. Its not my machine. The finish platinum pods work awesome in my dishwasher which is barely 2 years old, filters cleaned 2 months ago.",negative,dishwashing tablet
I don’t recommend these. All my dishes look dirty after using this product.,negative,dishwashing tablet
Irritatingly individually wrapped hard pods.  Didn't even fully dissolve when washed. Had to wash dishes twice to remove the detergent from all the dishes.,negative,dishwashing tablet
"I bought this product because the item description and details said the cleaning pods were in a self-dissolving package, but once again the description is a lie.  These are wrapped in foil packaging and this is the second time I've ordered different Finish cleaning pods from Amazon and neither one of them were packaged as described.  I'm done with ordering Finish from Amazon.",negative,dishwashing tablet
"The box of dishwasher tablets was mailed to me in a plain yellow oversized envelope--meaning no padding.  Every tablet that I have opened to use thus far has been broken.  Which means all the soap gets on my hands and is messy to use, which is one of the reasons I went with tablets in the first place NO MESS.",negative,dishwashing tablet
"I always rinse my dishes before putting them in the dishwasher and I am careful not to overload.  This product actually makes life more difficult.  Because it doesn't remove all of the dirt, what is left is baked on by the dishwasher drying cycle.  I tried using it without the drying cycle but the result is the same....caked on food on all of my dishes, glasses and silverware.  If I could give it zero stars I would.",negative,dishwashing tablet
I am very disappointed with this product. I have been using Cascade Platinum plus om short cycle for dishs and glassware with normal soul with great success. This product does not clean coffee stains form the cups of get the glassware clean . I will stop using it and do not recommend this product.,negative,dishwashing tablet
"I purchased these several times in the past without any issues. They were always a good  value for the money. This box, however, not so much. Every other pod is broken and I have to pour it out of the packaging. I am not sure how I complain to get a refund. I will look into it.",negative,dishwashing tablet
"Thought I would give these a try,They do not dissolve all the way,and for the first time ever my dishes are not coming clean.I threw the product in the trash, will not be buying again.",negative,dishwashing tablet
Don’t dissolve. Dishes are often still dirty. I’ve used Finish in the past and I don’t know what changed but I’m tossing 90 packets because 6 were enough frustration for me. Not to mention the foil wrap? Like do we not care about the environment any longer?,negative,dishwashing tablet
"Terrible!! Do not waste your money on this! This is the worst dishwasher detergent I’ve ever used. Washed a load twice and the dishes were still dirty. I’m tossing this in the trash and going back to Cascade, a brand I know works great.",negative,dishwashing tablet
I bought this only because my usual dishwasher pods were out of stock. Never again. Most of the pods were broken and spewed dust everywhere. The fact they are sealed in a bag you have to open made dealing with dust worse. Going back to regular Cascade.,negative,dishwashing tablet
"This product falls apart when you remove the foil, like it is old. Even though the price seems very good it is not a quality product",negative,dishwashing tablet
I was disappointed in this detergent. Spotty dishes and poor cleaning compared to the ones with liquid packs.,negative,dishwashing tablet
So many of the individual tabs inside the box are smashed or broken. I usually buy gel packs and I will go back to that after these are gone. Plus having to open up each tablet is difficult with wet hands.,negative,dishwashing tablet
I didn't like the way they packed each of detergent tablets. All packs are individually packed in plastic which in not needed and it's not environment friendly. They can pack all the tablets in one bick plastic pack also.,negative,dishwashing tablet
