reviews,sentiment,product_category
"Contrary to the description, this thing leaks! No matter how tight you tighten the lid, when you tilt it to drink it leaks from below the lid.  The top of the lid works fine.Drinking hot liquid from it is a bit hard as well since there is no room on to lip of the lid for the liquid to cool unlike some other ones I tried.Cleans easy, but the leaking is a deal breaker - submitted request to manufacturer to replace (just over the deadline to return on Amazon)EDIT - NO Customer service response after a week",negative,mug
"I don't like anything about it.  It's too tall for my Keurig.  It has a weird mechanism attached to the place where the liquid comes out, that is a tiny ball that gets in the way and causes the liquid to hesitate and then spill all down the front of you.  Guess that's what I get for trying to save money by buying an ""add on"" item.  It's useless to me and will go in the garbage.  I now have to spend MORE money to order a different cup.  Who would have thought the liquid in a glass/cup wouldn't just pour out.  I just don't get what they were trying to do when they 'engineered' these!  It really makes me rethink ordering online.  A couple more comments:  I forgot to mention that because I could never get the top to let me drink, I would inevitably have to take the lid completely off - still bad, because the edge is so thin and sharp, it can easily cut you lips unless you are extremely careful.  VERY BAD PRODUCT.Here I am back 2 months later to add even more gripes.  I should have thrown it right out, but I had to have something to use in the meantime, so I kept using it and now find that it leaks even when you have the top little flipper button shut.  It leaked in my purse when it was all locked closed.  AND it leaks around the edge of where the lid screws on when you are drinking from the little flip open hole.  Every time I have drank from this item, it has spilled down the front of my top!",negative,mug
"I was surprised at how awkward it was to drink from.  I noticed another review that mentioned the same problem as well as a similar one on Contigo's website.  Wish I'd noticed them before buying.The issue is this.  The lip of the cap is tall and thick, but the pour opening is small and much further from the edge than one would like.  Net result is you don't so much drink the coffee as pour it on the outside of your lip, burn your lip and hope it dribbles down towards your mouth without spilling.",negative,mug
"I bought this less than a year ago August 2017.  I use it a few times a month. I fill it with black coffee and only use it a few times a month.It started to leak through the drink hole June 2018.I am trying to get a replacement lid.  This warranty process is as follows:1. on the contigo web site, choose the product say what is wrong, attach at least two pictures2. They inform you that it will be 2 -3 weeks for a response.3. 8 days later they send an email asking for a picture of the date code with more questions somewhat duplicating the original questions4. I answer the questions and attach the picture and press send5. the email gets rejected because their email box is full.6. Not sure what to do.  I guess I will attempt to send it later.Additional information.The coffee doesn't stay hot (for me that part is good).  As it cools, it creates a vacuum that makes it very difficult to open the mechanism.  It is difficult to get leverage to open if it is not attached to the base.",negative,mug
"This is the second Contigo Snapseal Byron Vacuum-Insulated Stainless Steel Travel Mug, 16 Oz, Gunmetal that I have purchased.  I thought that I liked this mug when I bought the first one.  Then it started leaking every time I used it.  I thought that maybe it was a faulty mug but I liked the way it keep my coffee warm and the size.  So I purchased another one.  Same thing, after a few months it started leaking all over again!  It is garbage.  Now it is time to look for one that won’t drip all over my shirt and car!!!",negative,mug
"I bought this mug after using a Zojirushi for some time. The Zojirushi definitely kept my drink hotter for much long, I mean burning hot four hours later while the snapseal kept coffee hot for an hour tops.  My only gripe with the Zojirushi was that it was too narrow, therefore would swing all over the place in my car's cup holder. Well that bothered me enough to try the Contigo Snapseal.  The diameter is just right that it fits my cup holder without sloshing around.  My only pet peeve with the snapseal was the lid, but after a few times I got use to it, I just tighten when the mug is on a flat surface as opposed to in your hand.Now the bad part, the mug pretty much fell apart after three months to the day of purchase.  All I used this mug for was coffee once a day, five times a week.  I submitted a claim with Contigo but have yet to hear back, but I hope its something positive.  As for now, back to Zojirushi.",negative,mug
"This mug was great...for about 6 months. Then one day the rubber seal inside the lid came loose and I ended up with coffee all over my desk. I re-seated the gasket and all was fine...for about a week. Now I have to check the seal on almost a daily basis before I close the lid. It appears that the rubber seal in the lid will expand over time and continuously unseat itself. Some one in the questions section of this page mentioned something about re-seating the gasket, then turn it counter clockwise till you hear some clicks, then tighten it up. Really?? This is a coffee mug, it shouldn't require periodic maintenance to work.My wife has the Contigo Auto Seal West Loop model and she has had zero problems with hers, and shes had it for years. This model is a complete failure. Stay away.",negative,mug
UPDATE !! Gee wish I had seen the Videos on this before purchase. NOT HAPPY! The gasket on these 2 mugs leak and are very hard to keep from cross threading and the gasket does not seat to the tumbler . My Wife has one and is a leaker and I have one in a gunmetal color and the end of the top is very sharp where it screws on to the cap and it leaks also and the gasket is bad about moving and very hard to get gasket in the right position to not leak. I was using this to mix the ingredients  in my coffee and it leaks with hot beverage and then I like to use to mix up a protein drink and it leaks hot or cold.... Does anyone know a fix ?? and AMAZON & CONTIGO Can you help?? Anyone got ideas? Thanks for any replies . smileytn1,negative,mug
First week me and my wife loved it. And after a week the o ring gasket was not making a seal. Runed my work shirt. Leak all over the front of my shirt. My wife took it to hospital to keep coffee hot and burned her chest. The gasket got so hot it didn't fit on cap anymore. Sucks because at first it did keep coffee hot up to 7 hours. I think hot coffee stretches the rubber gasket and wont fit edge anymore.more. fix the gasket and i will get it again.,negative,mug
"This cup worked great for about a month, and then it started leaking terribly at the top. It keeps drinks fairly warm and this is the third one I’ve bought. The first one lasted over a year before it stopped keeping drinks warm. The one I bought at the same time as this still works great, but for some reason this one leaks out of the gasket between the lid and the cup. And it doesn’t matter if you tighten the lid down gently or crank it on as tight as possible, it still just leaks. But I am beyond the timeframe to return it to Amazon so I am stuck dealing with the manufacturer and they are difficult to get a hold of.",negative,mug
"I really tried to like this coffee mug.. Yeah sure, I'll agree the materials used are great, easy to clean, durable, and snap seal is a great concept definitely keeps coffee hot! Unfortunately, this mug has burned me a couple of times, because I tilt the mug slowly and nothing, tilt it a little more and nothing, a little more and my lips were burned.. Also, opening the seal is a two hand operation and I prefer 1.. A travel mug shouldn't be so hard to operate.. The coffee mug opening is in the wrong place. It should be on the outer rim. The coffee mug air hole should be made slightly larger as well as free and clear. This air hole is very important and is not functioning properly.",negative,mug
"I liked this cup at first. Then it started to leak.  Looking inside the lid, there is a rubber seal that comes out.  It bunches up inside the lid when you twist it on.  Then it leaks out the sides which makes a mess.  I filled out the warranty info on their website, and to their credit, they sent me a replacement cup.  The problem is, this one does the same thing!!  Glue in the seal or something, but I'm done with their leaky lids now.  Time for a different brand.",negative,mug
I own several mugs of various sizes from Contigo and i love them all. I purchased this 16oz mug for my father as an Amazon add on at a great price but when it arrived (in a heavily bubble wrapped box) i noticed it is slightly egg shaped. It appears to have been smashed a bit during manufacturing. The flat part is at the seam so I'm not sure if the vacuum insulation is still good or not but i told my father to fill it with hot water and see if it leaks into the seam or not. I paid less than $7 for it so I'm not going to go through boxing it up and sending it back. Just wanted to make others aware to look for that defect.,negative,mug
The mug kept things extremely hot or cold for extended periods of time for a few months.I went to take a drink out of it and it leaked hot coffee from under the lid. I thought I had screwed it on wrong so I took it off to reseat the lid. I noticed something floating in the coffee. It was a black o'ring. From my best guess this popped out of the lid somehow which appears to be the reason for the leak. I tried my best to get it to pop back into place with no luck on getting it to seal.Up until this happened this was a 5 star mug.,negative,mug
So it was all good for about 3 weeks and now everytime I take a sip from this cup it leaks down the sides. The inner seal has become stretched and loose and does nothing anymore. This basically makes the cup a useless paperweight. Not so great. What is even worse about this cup is the customer service provided by contigo is utter garbage. They basically told me they would not be able to do anything to assist me in getting a new seal for their product. Nice work Contigo and nice work Amazon for working with such a crap company like Contigo. Congrats all around.,negative,mug
"I initially really liked this travel mug, as it was everything I was looking for: (1) retained heat for my coffee for > 8 hours (2) easy to open drinking lid (snap lid) (3) travel size that could fit in my backback drink sleeve (4) sleek and professional looking. However, within a month of use, the mug is now leaking from the top, regardless of how tight I twist the lid on. I believe the rubber seal or rubber ring is defective and not keeping an appropriate seal. Thus, not only is the coffee not staying warm because of this leak, but the coffee itself is leaking, and has now ruined my queen mattress, my dress pants, two dress shirts, and my messenger bag. If possible, I would gladly return this item for a refund.",negative,mug
"La tapa es completamente imposible de usar. El peor sistema en un vaso Contigo que he usado hasta ahora.Es demasiado duro para abrir el dispensador, por lo que es casi imposible manipularlo con una sola mano. El orificio para la salida delLíquido es muy pequeño, y debido a su sistema siempre queda líquido en la superficie, por lo q siempre harás desastre en el lugar donde pongas el vaso.",negative,mug
"Was fine for a little over 2 months of daily use before the seal fell out.  I tried to reinsert but the seal had become too large for the insert hole.Back to the cheap ExcelSteel mug that I bought at TJ Maxx years ago.  It may not be leakproof if turned upside down, but it doesn't leak when I drink.",negative,mug
I had it for 4 months before it hit the trash can. I started having problems with the lid seal two months ago. The seal would fall out and at times leak under. I tried to find a replacement seal with no luck. No luck on replacement lids. The  Contigo site was out of stock on lids. People complained on their site with the same robo service replying back. Save your money and don't buy  Contigo.,negative,mug
"The cup has great construction. Materials are top notch. But there is ONE HUGE PROBLEM that is a deal breaker.  Because if the design of the lid, coffee and liquids get trapped in the mechanism. No matter how much you wash it, you can't get it clean. Within two days, the lid smelled like rotten milk. So every time you go to take sip, you smell rotten milk. Can't be good for you. The lid mechanism might even be a liability for the company if anyone gets seriously sick. I had to put the lid in a pan and boil it.  This is just not going to work.  This cup, while it looks great, is heading straight to the dump.",negative,mug
"My bottle cover developed a loose seal, so I contacted contigo trusting they’ll honor their limited lifetime guarantee. I provided them with proof of purchase and two photos of the cover as requested. About 10 days later I received an email claiming that this particular one was out of stock, however they will give me a different one providing I send them more pictures and write an essay... this model is still being sold, didn’t want the other one, and I think it’s absurd to ask for so much detail for an $11.00 item.",negative,mug
"This was a replacement for the original that I ordered.  The original was sent back because the gasket would not stay in place inside the lid.  That gasket is what makes the cup leak-proof.  Now, the replacement cup had the same problem.  It's exactly 1 month past the return date which means I can't return this replacement cup.  Worst experience I've had with Contigo cups.  This one was a waste of money.",negative,mug
"The RUBBER RING GASKET DOES NOT STAY SEATED, VERY OFTEN COFFEE LEAKS.Did is very obnoxious; have to use the end of a spoon and push the ring into the groove, and often just will not seal properly - AWFUL!",negative,mug
"Agree with the reviewer who said it is ""a near miss"".The Good: Size and shape are perfect. Keeps liquids cold/hot very well. The closed position seal is very good. You can shake it without leakage!The Bad:  1. Severe tendency of the top to ""cross thread"". Threads poorly designed (speaking as an engineer). Almost impossible for kids to use and hard for adults. I thought this might be a single sample defect but Amazon sent me another one (love 'ya Amazon) and it is no better.  2. Poor (pour?) shape of lip causes spills on your shirtfront. Makes you feel like a dope in the middle of a meeting!",negative,mug
The hole to drink out of is so small that the coffee or water spills every time I try to drink.  Also the top is time consuming to screw on.  You have to adjust it just so or it screws on crooked.  Because of these flaws I haven't been able to use it at all - spilled coffee all over my shirt the first time I tried to drink from it - so can't say whether it keeps the coffee warm for a long time or not.,negative,mug
"Used it for 5 days and there is not even one time i can open the lid with one hand -I have to literally open the lid to drinkThe lid has to be exactly at the center to be closed, if its not you wont feel its not closed properly, and all drinks just start to leaking out when you drink.Just buy something different, i dont know whats going on with this design",negative,mug
"It's impossible to open the drinking spout more than about 1/4 inch.  As others have done, I cut off the spur on the opening device inside the top but that didn't improve it much.  It's back to an overpriced Starbucks cup I guess.",negative,mug
"From the first time I tried to drink from it, it took some time to get used to it, trying to screw to lid and making sure it was on right. And what finally did it for me was when on my way to work I spilled coffee all over my shirt. The seal inside came off. (@$&#%%) I would not recommend this to any one.",negative,mug
"I thought this was a good cup.  However, after using it three days to take coffee to work, it started leaking.  I couldn't get out the door without getting dripped on.  I would not buy another from this company.",negative,mug
"I bought this in February and I loved it AT FIRST, but then a month later it started leaking! It’s nothing worse than not only having scolding hot coffee leak all down your arm while driving but already staining your work blouse first thing Monday morning before even arriving to work. I was super bummed, because before this leaked I loved this thermos!",negative,mug
"The lid on this thing is incredibly difficult to open.  It cannot be opened one handed.  Requires two hands and a lot of force.Like many contigo products, it does t keep hot for very long, but it is spill proof.  It’s also drink proof too since it requires so much effort to open.To me, it wasn’t even worth $5",negative,mug
"At first, this was an amazing travel mug but today, when i was making my coffee, I noticed that the rubber tip that keeps the cup closed popped off.Luckily it was a cheap bottle, but still. I would have hoped it would of lasted longer than a month. And of course it breaks once I'm passed the date to return.",negative,mug
"I bought 2 of these as I read all the positive reviews.  Unforunately, both of my travel mugs starting leaking within 30 days of purchase.  The inner rubber gasket, seems to become loose/stretched out and causing the leaking.  Have no idea why, as I hand wash both parts; the lid and tumbler.  I will be contacting Contigo for a replacement or refund.  VERY DISAPPOINTED.",negative,mug
The twist on lids have a plastic gasket that falls out and/or twists after first use causing the lid to leak badly after the first few uses.  I bought two and was very disappointed.,negative,mug
"Surprisingly this is the worst product for Contigo. I've had over 5 Contigo mugs over the past years, but this one isn't working at all. It doesn't seal the worm coffee for more than half an hour. I received my order then complained about the mug, Amazon sent me a replacement, had the same issue. It's this model that doesn't work properly compared to other Contigo products.",negative,mug
"I bought this travel mug about 4 months ago and it just started leaking. It looks like the normal wear and tear from my commute was too much for the rubber gasket inside. It's leaking out from around the threads on the lid pretty severely. It did do a good job keeping things hot and cold but unfortunately, I will have to find something new.",negative,mug
"I can't believe the good reviews. This cup is almost impossible to use.  I burn my upper lip when drinking because the design is flawed.  It's a terrible mug and I wish I had tried it soon enough to return it.  Plus, it definitely does not keep coffee hot for an extended period of time as I thought when purchasing.  I relied on the good reviews and that was a mistake.",negative,mug
"This is complete garbage. I've had it for a few weeks and it's spilled on me three times already. It's hard to get the lid on, and even when you think it's on securely, it might not be. There's no way of knowing until you drink out of it and it spills all over your shirt. I wish I could return this and send them a dry cleaning bill for my shirts. I've heard Contigo makes good travel mugs - this one is NOT it. Just a horrible, horrible mug that is definitely not leak-proof. On the plus side, it keeps the coffee hot for hours.",negative,mug
"I normally dont write reviews. But this one has me in a fix. Overall the item is good and durable, but two things abt it bug me!1) Its not leak proof, though the decription says so. Or may be I have recieved a faulty item.2) The snap to open the cup is too tight and incovenient, esp while driving.",negative,mug
"No matter how carefully I try to close the lid (and it can look like it's sealed), my beverage spills on me. Not sure where the leak is even coming from but it's a mess. (Picture: driving on highway with hot coffee spilling all over you)Unfortunately, I ordered this and moved overseas so that I have no way of returning it! Just wanted to make sure others didn't experience the same frustration.",negative,mug
"I used it today for the first time. I put my hot coffee in it at 7am. At 1030 i took my first sip and it was cold.... so i guess it doesn't keep liquids hot. also,you have to be careful when you screw the lid on because it easily goes off track.",negative,mug
Don’t get me wrong I’m a big fan of Contigo mugs and I bought more than ten mugs from the old design but this one is very stupid as it doesn’t have the auto seal function like the old one and it’s so hard to open so you need to hands to open it sip and close it and of course can’t be used in a car,negative,mug
"Ordered two of these cups about 2 months ago and one of the O-rings in the lid has already stretched out beyond use and doesn’t stay in the lid anymore so it leaks. We use them daily so we need a sturdy, durable, leak-proof cup and these weren’t it. They were nice while they lasted.",negative,mug
"The seal started coming out of the lid within one week of purchase, and once that happens, forget about putting it back into place. Once it comes out and loses a little elasticity, the cup forever leaks. Do not purchase this cup.",negative,mug
It does not keep liquids hot for more than 40 mins. And it does not keep water cool for more than 1 hour. Not a good product at all.,negative,mug
"Coffee cup looked great, worked great for the first couple months. Noticed when I would shake the cup a small hissing sound would happen, then the coffee started to shoot out under the seal. Turning the cup in that direction now will cause a leak. Useless cup now. Didn't even last 6 months.",negative,mug
I have had the is mug for l fewer than 3 months and it leaks around the rim.  Not worth going through the hassle of returning--especially since people here have reported bad customer service for returns.  Into the garbage!,negative,mug
Received this today and was excited to use it for work overnight. Filled it with coffee and went to take a sip and it leaks from all around bottom of the lid. I removed the lid and readjusted it hoping that was the issue and it wasn't. Still leaked. I'll be returning it tomorrow unfortunately.,negative,mug
"This coffee mug drives me crazy - there’s an O-ring under the lid that always comes loose and causes the mug to leak. I finally removed it, which helped, but it still leaks a little bit unless you close it very tightly. I’ve had other styles of Contigo and would recommend those over this one.",negative,mug
"Don't but it! It looks nice, but it does not work well. LEAKS! BAD SEAL!The top no longer keeps a seal with the rest of the mug, which means leaking coffee when you go to drink!I barely used this mug, and I certainly never dish-washed it. Despite this, the mug broke within less than a dozen uses.Listen to the other negative reviews. It looks nice, but it is not functional!",negative,mug
I cannot trust it. Purchased it January 22 and already the gasket on the lid will not stay in place. Always refitting it with a salad fork and then questioning its ability to keep me dry. Done!,negative,mug
The seal Keeps coming out. I had one of these for a few years this one is a few months old keakining as the seal keeps coming out,negative,mug
This cup does not seal easily. Unless you place the seal on the brim of the cup then put the lid on. The seal was loos when the cup arrive and does not stay in the lid.,negative,mug
i bought the same type of mug at least 4 times in the past because it works so well...this last one i received was a damaged product and leaks every where won't close right and my coffee gets cold because of it. i had to change my shirt a few times because it spills.,negative,mug
"Highly rated, good price, bought two, great right? Nope. Leaks, both of them, big time. The seal between the cup and lid is bunk. I’m going for thermos next, wish me luck!",negative,mug
One Piece Of You Know What.  Tried it this morning for the first time and in the trash it went.  Poor A%# design.  Burnt my upper lip trying to gingerly sip coffee on the way to work.  Very little coffee would come out.  Whoever designed this thing was on drugs or didn't even take the time to use the product. DO NOT WASTE YOUR MONEY!!!!,negative,mug
"The top is hard to screw on, the opening to drink from is too small, and the cap design makes the top hit your nose when you drink.",negative,mug
We have bought a lot of these and love them all. I think it was a fluke that this one constantly leaked every time I took a drink. I had to throw it away.,negative,mug
There claim is 6 hours for hot.  I put hot water in the mug for a couple minutes before i added hot coffee.  3 hours later the coffee was lukewarm.  JUNK,negative,mug
I received in bad contition. I tried to send it back following the Amazon prosudure but it didn't work. The courier didn't know where to send it (even though i had all the proper labels. So they charge 8euros just becouse they send it to Athens at the Anazon's branch and then back to me becouse the branch didn't keep it.) Very very disappointing.,negative,mug
Don’t like it. Happy d to drink from,negative,mug
These worked great like twice. Then the the rubber on the lid stretched out and they became useless!,negative,mug
I think this is fake contigi or I have a defective product. There is no way to close the lid on this. It takes me 5 min every time just to turn it right and close it. So annoying.,negative,mug
I DID NOT LIKE THIS AT ALL,negative,mug
The size of the gasket inside the lid is too big. When it unseats (and it will) coffee leaks profusely when you lift the mug to your mouth.,negative,mug
"Gasket failed after minimal usage. works great when gasket works but...impossible to reseal gasket once loose.Becomes useless, second time happened to me.Would not recommend.Zero stars",negative,mug
Seal not working after one month of daily use.,negative,mug
The gasket came off the lid and I purchased it a month ago,negative,mug
It leaks. One of the circular rubber thing came off from the cap and it leaks. Just after 15 days. Won't recommend it.,negative,mug
"I have the same problem as many others with this mug. When I try to drink the hot coffee, it totally burns my upper lip. Everything about the mug is great, but if you have to wait for the coffee to cool down to drink, what's the point! Serious design flaw in my opinion.",negative,mug
"Lid is very hard to open and almost impossible to close, even while empty.  I tried backthreading it and no luck..  I wouldn't even try with anything hot inside.  Very bad design, not sure why Amazon is still selling this.. there are plenty of reviews stating the same problem, wish I'd read them before buying.  Returning it!!!",negative,mug
"Leaks every single time - don’t waste your money. This has leaked all over several of my bags, my coats and my clothing. The seal works well for a couple of weeks and then fails.",negative,mug
"Not leak free at all, I thought it would be a good deal price wise, I guess I got what I paid for. Super cheap item not worth it.",negative,mug
After one wash the drinking spout no longer sealed. One one the little stopper fell off and can’t get it back on. Can no longer return.,negative,mug
The first time I used it it did not leak. Now it leaks when I drink. I am so disappointed. My return window has closed.,negative,mug
"Here i go wasting my money again... i have been looking for a container that keeps my coffee hot for more than two hours, preferably four. According to many reviews, this Contigo item would do the trick.  What a dissapoitment! It barely keeps coffee hot for an hour.",negative,mug
"I thought I had a good cup,after 4 months it's leaking and noone canhelp, because I've had it for 30 days.Who expect to return an object in 30 days?",negative,mug
"The design of the spout is terrible.  It used the cup several times.  It definitely keeps liquids very hot, but I found it was difficult to drink from because of the half occluded spout due to the design of the lid.",negative,mug
Difficult to close....really doesn’t close completely....therefore it drips after it is “closed “......I guess I was looking for less expensive ...... my bad judgment.,negative,mug
"Estoy solicitando la devolución de mi dinero, pues nunca recibí el articulo... Como voy a devolver algo que no tengo?",negative,mug
After only 1 month of use the rubber seal ring in the lid is warped causing it to leak.,negative,mug
"Not sure how people love this thing. The opening for liquid is very small and odd round shape, definitely not good for coffee use, unless you like real small sips that taste like plastic. Most annoying travel cup I ever tried.",negative,mug
These are junk I bought 2 of these a few months ago and they both now leak and are going in the trash!,negative,mug
"The mug is leakproof; can turn it upside down without spilling out. However, drinking from this mug results in burnt lips due to the design and positioning of the drink spout. I'd rather have paid the few extra $$$ to get a spillproof mug I can actually drink coffee from.",negative,mug
The bottom is leaking so we can’t use it anymore and it says I’m past my return window,negative,mug
"A few weeks after I bought the mug, The lid does not seal AND it began to leak and I could no longer use it!",negative,mug
I’ve only used this product for one month and it ha begun leaking from the lid when I tilt it to drink.,negative,mug
"Returning this product, leaks all the time, the seal stretches very easy and starts leaking.",negative,mug
Well it’s not easy to drink from. That petty much sums it up! The design is not functional.,negative,mug
When this arrived it had/has a huge dent,negative,mug
"Didn't even last me a day. The entire portion cracked when it was tipped over onto my desk. I've had several contigo coffee cups, and never had something this fragile",negative,mug
"I bought two of these - one for me and one for my roommate. While one works perfectly fine and provides reasonable value for the price point, the other came dysfunctional and doesn't seal closed. It's disappointing that they would ship a defective product.",negative,mug
With drink hole in a depression I burn my lip every time. Got to pour into mouth instead of suck.,negative,mug
"Junk. Works great if you enjoy having your favorite beverage spill down the front of your body.  Terrible design: original travel mug had a flat edge around lid, no spills.  Driving with this mug? Avoid pot holes at all cost.",negative,mug
"I thought this was made in the USA.  Unfortunately I was wrong.  Made in China,Not well made. I will return this product.",negative,mug
mine leaked easily,negative,mug
Lid inoperable it screws on snap at mouthpiece but to open mouthpiece is very difficult soMuch so that you end up spilling your drink just trying to open,negative,mug
No good leaks if u move the rubber n it's easy to move,negative,mug
"Bought this specifically because it was advertised as dishwasher safe -- turns out only the lid is labeled OK for dishwasher use, and after I ran it through a cycle, it now does not fit on the thermos itself.",negative,mug
Not so great it started leaking the second day i used it. The cap doesn’t thread on the top so good either,negative,mug
Gasket came out in less that a month after purchase.,negative,mug
The cup drips out the front.,negative,mug
When you open the value to drink it spurts coffee out every time. Not a lot but enough to say wtf.,negative,mug
It started leaking after I used it four times,negative,mug
Product came looking used and very scratched up! They don’t even deserve one star!,negative,mug
It cools quickly and does not  keep heat,negative,mug
"It was perfect for a month or so, but then the rubber circle on the cap came off and I cannot us either anymore because it spills.",negative,mug
"Burns your lips, as the lip on the lid is rounded over, so liquid flows onto your upper lip.  I got a bunch of burns from this thing.  I HATE IT!",negative,mug
Starting to leak after 3 months of daily use.,negative,mug
Piece of crap. A couple of days after the return window this thing starts to leak from the side. Great!!,negative,mug
Nice looking travel mug but with one BIG problem. The lid/sipper design makes it impossible to drink your hot coffee without burning your upper lip,negative,mug
This item had a strong coffee odor inside when it arrived. It was obviously used by someone for drinking coffee at some point. Not happy at all with getting a used container.,negative,mug
"Awful.  Received product, put through dishwasher.  Filled 1/3 with coffee (2/3 empty).  Got in car and set the mug on it's side.  Spilled all over everything.  Horrible.",negative,mug
Leaks so bad.,negative,mug
"Piece of junk! Leaks all over the place. The actual spout is tight, but fluid leaks all around the button for opening. Also terribly challenging to screw the top on!",negative,mug
Lid leaks,negative,mug
"While the quality of the cup is great, I personally found it hard to sip hot coffee out of this cup.",negative,mug
I have no idea how this could get a good review....The kid is impossible to screw back on Sending this right back Do not waste your money,negative,mug
Take a look at the photo! 10% of the items were damaged!,negative,mug
I have another product from that brand but this is the absolutely worst .I used it 4 times since I bought it and it leaks  .,negative,mug
Horribly shaped / designed drinking lip.  I'm waiting for relative that needs a coffee to-go for their long trip home to give this mug to.,negative,mug
Began to leak after a month,negative,mug
Product is defective and leaks through the bottom. I've ordered one replacement already and same issue.,negative,mug
"Bought two of them because of the price, both have a dent towards the bottom of the mug.",negative,mug
"I received the product with a defect in the lid. I always spill liquid , I decided to throw it away",negative,mug
The grip too big. The seal very inconvenient. Don’t buy!,negative,mug
Burns your lip when hot liquid is coming out!,negative,mug
Coffee mug looked like it had been thrown across the room ten times and the lid wouldn't screw on.,negative,mug
Great while it lasted but it started leaking a lot after a week and a half of using it.,negative,mug
Doesn't deal very well so there is some dripping. Keeps liquids hot or cold for a long time,negative,mug
I can't keep it hot for not even 1 hour. Not satisfied.,negative,mug
The description said 24 oz mug and I received a 16 oz mug. I am returning,negative,mug
This mug leaked from the start and had to throw it away in less than a week.,negative,mug
Perfect every day use mug with one big flaw. Closing the cap is an every day struggle.,negative,mug
"I received it today afternoon, it has scratches on the aluminum cover ! see attached pictures please.",negative,mug
"Leaked right out of the box, no matter how carefully I screwed the top on.",negative,mug
useless - the inside does not look like its stainless steel,negative,mug
The product has arrived with a dent. I am returning it.,negative,mug
"No, it came dented. Have not used it. Disappointed!",negative,mug
Lid is too hard to get on,negative,mug
did not keep the fluids hot,negative,mug
It doesn't keep the heat for long time,negative,mug
Started leaking within a few months.,negative,mug
lids burn mouth,negative,mug
Incomplete!,negative,mug
poor quality,negative,mug
Horrible everything,negative,mug
"I picked up one of the Contigo Byron mugs yesterday at Best Buy.I used it for the first time this morning, and I'm not impressed.  My two main things:1.  I'm a 6-foot, 225 pound man and it takes two hands to open the lid.  This IS NOT a ""one-handed drinking"" solution.2.  The flow of the liquid out of the lid is miniscule.  Like I felt like I was trying to suck the remaining juice out of a lemon or something.  I finally just had to take the lid off and drink out of it like a normal cup.Maybe I have a bad one?",negative,mug
"Made in China........ enough said, if you had not learned your lesson now you never will.BUY AMERICAN...... UNLESS YOU VOTE D THEN YOUR NOT AMERICAN ANYWAY",negative,mug
After one month it starts to leak,negative,mug
Lid broke after only a couple of uses,negative,mug
This mug started to leak all over the place after 3 months of use. If you want you coffee to stay in your mug you should look else where.,negative,mug
Very disappointed after only 4 or 5 time use it started spilling and stained shirts,negative,mug
Started leaking after 5 uses. I always hand washed and never put in dishwasher. This is fine for around the house but I got it for travel. It leaked all over my bag just from walking. Thr cup was upright too.,negative,mug
Only used this for a couple months and it started leaking,negative,mug
"have too use 2 hand to open and close, lid looks very cheaply made, very poor disign",negative,mug
"The mug itself is great, keeps coffee hot for a long time and a nice design. But the lid is miserable. I don't understand how anyone can drink 20 oz of coffee at a time through this thing. Keep burning my top lip and the coffee comes out in an uneven way.",negative,mug
The pop-lid becomes hard to open after using. I've had to use a knife to pry it.,negative,mug
The snapseal does not close all the way so leaks,negative,mug
This mug does do it's job well. Within minutes of pouring in a hot beverage the mug fails to keep it hot. In less than an hour it's pretty much room temprature. I like to preheat my mug with hot water so it's not even going into a cold mug. I bought this because I had previously used a Contigo and it did a great job. I'll test this one aganist another brand but there is a clear problem with this model or their production process.,negative,mug
"Compré dos tazas de esta, una para un regalo otra mi.La mía tiene deficiencia al cerra, pues deja escapar el agua u otros líquido. Mi experiencia fue negativa",negative,mug
"*Contigo's marine fungi growing systemIt will get you sick!Care and use guide never tells you how to take apart and clean the auto-seal button mechanism.What happens when you are drinking, is the fluid get trapped inside the auto-seal button and ... stays there.According to the use and care manual, you only have to rinse with warm water while pressing down the auto-seal button.But there will be still water, unless you keep on pressing the button to dry the mechanism.So better way is, you need to take apart the auto-seal mechanism, which is really hard to take apart and put them back.Also, there are very very small parts and you will lose them while you are washing them.I washed mine in a strainer and one of the small parts (small rubber o-ring) floated out the strainer before I knew it!I found this out when I opened the Contigo to refill my water, I noticed floating pink objects...Which was water fungus... YUK",negative,mug
"I will spare you the disgusting pictures of what lurks underneath the movable lid part. I decided to see just what could be underneath that movable piece so I pried it off with a flathead screwdriver...and OMG. There is no possible way to clean under there or dry under that because it is not designed to be removed.  Now I loved my Contigo cups- been using for years b/c they don't leak and keep my coffee hot- I've had many. After seeing this, I threw all 3 of my current ones away and will not purchase again. I wrote Contigo and sent pictures- took 4 weeks to respond and with that, they want a ton more pictures and info. I told them I threw them away (they were disgusting) and that I'm not looking for any compensation, just do something to fix the issue. They offered to send me one ""new"" lid (valued at $6) to put on my cup (that I trashed)- no thanks. So dissappointing.",negative,mug
